Strain/Toxin	Tox_type	Host_type	Host
BT_Cry14Aa	Rank3	Species	Nippostrongylus brasiliensis
BT_Cry14Aa	Rank3	Species	Bursaphelenchus xylophilus
BT_Cry14Aa	Rank3	Species	Caenorhabditis elegans
BT_Cry14Ab	Rank3	Species	Caenorhabditis elegans
BT_Cry14Ab	Rank3	Species	Heterodera glycines
BT_Cry15Aa	Rank3	Species	Pieris rapae
BT_Cry15Aa	Rank3	Species	Cydia pomonella
BT_Cry15Aa	Rank3	Species	Manduca sexta
BT_Cry18Aa	Rank3	Species	Melolontha melolontha
BT_Cry18Aa	Rank3	Species	Melolontha melolontha 
BT_Cry19Aa	Rank3	Species	Anopheles stephensi
BT_Cry19Aa	Rank3	Species	Culex pipiens
BT_Cry19Ba	Rank3	Species	Culex pipiens molestus
BT_Cry19Ba	Rank3	Species	Culex pipiens
BT_Cry1Aa	Rank3	Species	Orgyia leucostigma
BT_Cry1Aa	Rank3	Species	Thaumetopoea pityocampa
BT_Cry1Aa	Rank3	Species	Platynota stultana
BT_Cry1Aa	Rank3	Species	Diatraea saccharalis
BT_Cry1Aa	Rank3	Species	Ephestia kuehniella
BT_Cry1Aa	Rank3	Species	Chrysodeixis includens
BT_Cry1Aa	Rank3	Species	Diatraea flavipennella
BT_Cry1Aa	Rank3	Species	Pectinophora gossypiella
BT_Cry1Aa	Rank3	Species	Spodoptera exigua
BT_Cry1Aa	Rank3	Species	Spodoptera litura
BT_Cry1Aa	Rank3	Species	Sesamia inferens
BT_Cry1Aa	Rank3	Species	Helicoverpa zea
BT_Cry1Aa	Rank3	Species	Agrotis ipsilon
BT_Cry1Aa	Rank3	Species	Trichoplusia ni
BT_Cry1Aa	Rank3	Species	Conopomorpha cramerella
BT_Cry1Aa	Rank3	Species	Chilo partellus
BT_Cry1Aa	Rank3	Species	Choristoneura rosaceana
BT_Cry1Aa	Rank3	Species	Lymantria dispar
BT_Cry1Aa	Rank3	Species	Pandemis pyrusana
BT_Cry1Aa	Rank3	Species	Choristoneura occidentalis
BT_Cry1Aa	Rank3	Species	Argyrotaenia citrana
BT_Cry1Aa	Rank3	Species	Elasmopalpus lignosellus
BT_Cry1Aa	Rank3	Species	Choristoneura pinus
BT_Cry1Aa	Rank3	Species	Adoxophyes sp.
BT_Cry1Aa	Rank3	Species	Scirpophaga incertulas
BT_Cry1Aa	Rank3	Species	Marasmia patnalis
BT_Cry1Aa	Rank3	Species	Helicoverpa armigera
BT_Cry1Aa	Rank3	Species	Mamestra brassicae
BT_Cry1Aa	Rank3	Species	Chilo suppressalis
BT_Cry1Aa	Rank3	Species	Choristoneura pinus pinus
BT_Cry1Aa	Rank3	Species	Cnaphalocrocis medinalis
BT_Cry1Aa	Rank3	Species	Malacosoma disstria
BT_Cry1Aa	Rank3	Species	Grapholita molesta
BT_Cry1Aa	Rank3	Species	Earias vitella
BT_Cry1Aa	Rank3	Species	Hyphantria cunea
BT_Cry1Aa	Rank3	Species	Manduca sexta
BT_Cry1Aa	Rank3	Species	Plutella xylostella
BT_Cry1Aa	Rank3	Species	Cydia pomonella
BT_Cry1Aa	Rank3	Species	Ostrinia nubilalis
BT_Cry1Aa	Rank3	Species	Cacyreus marshalli
BT_Cry1Aa	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Aa	Rank3	Species	Choristoneura fumiferana
BT_Cry1Aa	Rank3	Species	Heliothis virescens
BT_Cry1Aa	Rank3	Species	Maruca vitrata
BT_Cry1Aa	Rank3	Species	Spodoptera frugiperda
BT_Cry1Aa	Rank3	Species	Bombyx mori
BT_Cry1Aa	Rank3	Species	Epinotia aporema
BT_Cry1Aa	Rank3	Species	Pieris brassicae
BT_Cry1Ab	Rank3	Species	Orgyia leucostigma
BT_Cry1Ab	Rank3	Species	Thaumetopoea pityocampa
BT_Cry1Ab	Rank3	Species	Platynota stultana
BT_Cry1Ab	Rank3	Species	Mythimna separata
BT_Cry1Ab	Rank3	Species	Ephestia kuehniella
BT_Cry1Ab	Rank3	Species	Diatraea saccharalis
BT_Cry1Ab	Rank3	Species	Diaphorina citri
BT_Cry1Ab	Rank3	Species	Chrysodeixis includens
BT_Cry1Ab	Rank3	Species	Eldana saccharina
BT_Cry1Ab	Rank3	Species	Pectinophora gossypiella
BT_Cry1Ab	Rank3	Species	Spodoptera exigua
BT_Cry1Ab	Rank3	Species	Spodoptera litura
BT_Cry1Ab	Rank3	Species	Sesamia inferens
BT_Cry1Ab	Rank3	Species	Helicoverpa zea
BT_Cry1Ab	Rank3	Species	Trichoplusia ni
BT_Cry1Ab	Rank3	Species	Conopomorpha cramerella
BT_Cry1Ab	Rank3	Species	Conogethes punctiferalis
BT_Cry1Ab	Rank3	Species	Diatraea grandiosella
BT_Cry1Ab	Rank3	Species	Chilo partellus
BT_Cry1Ab	Rank3	Species	Lymantria dispar
BT_Cry1Ab	Rank3	Species	Choristoneura rosaceana
BT_Cry1Ab	Rank3	Species	Choristoneura occidentalis
BT_Cry1Ab	Rank3	Species	Earias insulana
BT_Cry1Ab	Rank3	Species	Busseola fusca
BT_Cry1Ab	Rank3	Species	Argyrotaenia citrana
BT_Cry1Ab	Rank3	Species	Danaus plexippus
BT_Cry1Ab	Rank3	Species	Elasmopalpus lignosellus
BT_Cry1Ab	Rank3	Species	Pandemis pyrusana
BT_Cry1Ab	Rank3	Species	Choristoneura pinus
BT_Cry1Ab	Rank3	Species	Scirpophaga incertulas
BT_Cry1Ab	Rank3	Species	Plodia interpunctella
BT_Cry1Ab	Rank3	Species	Nilaparvata lugens
BT_Cry1Ab	Rank3	Species	Marasmia patnalis
BT_Cry1Ab	Rank3	Species	Ostrinia furnacalis
BT_Cry1Ab	Rank3	Species	Helicoverpa armigera
BT_Cry1Ab	Rank3	Species	Mamestra brassicae
BT_Cry1Ab	Rank3	Species	Chilo suppressalis
BT_Cry1Ab	Rank3	Species	Choristoneura pinus pinus
BT_Cry1Ab	Rank3	Species	Helicoverpa punctigera
BT_Cry1Ab	Rank3	Species	Malacosoma disstria
BT_Cry1Ab	Rank3	Species	Cnaphalocrocis medinalis
BT_Cry1Ab	Rank3	Species	Mamestra configurata
BT_Cry1Ab	Rank3	Species	Aedes aegypti
BT_Cry1Ab	Rank3	Species	Earias vitella
BT_Cry1Ab	Rank3	Species	Hyphantria cunea
BT_Cry1Ab	Rank3	Species	Manduca sexta
BT_Cry1Ab	Rank3	Species	Plutella xylostella
BT_Cry1Ab	Rank3	Species	Lobesia botrana
BT_Cry1Ab	Rank3	Species	Cydia pomonella
BT_Cry1Ab	Rank3	Species	Ostrinia nubilalis
BT_Cry1Ab	Rank3	Species	Acyrthosiphon pisum
BT_Cry1Ab	Rank3	Species	Cacyreus marshalli
BT_Cry1Ab	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Ab	Rank3	Species	Choristoneura fumiferana
BT_Cry1Ab	Rank3	Species	Heliothis virescens
BT_Cry1Ab	Rank3	Species	Maruca vitrata
BT_Cry1Ab	Rank3	Species	Spodoptera frugiperda
BT_Cry1Ab	Rank3	Species	Bombyx mori
BT_Cry1Ab	Rank3	Species	Epinotia aporema
BT_Cry1Ab	Rank3	Species	Pieris brassicae
BT_Cry1Ac	Rank3	Species	Orgyia leucostigma
BT_Cry1Ac	Rank3	Species	Thaumetopoea pityocampa
BT_Cry1Ac	Rank3	Species	Phthorimaea operculella
BT_Cry1Ac	Rank3	Species	Platynota stultana
BT_Cry1Ac	Rank3	Species	Tecia solanivora
BT_Cry1Ac	Rank3	Species	Diatraea saccharalis
BT_Cry1Ac	Rank3	Species	Ephestia kuehniella
BT_Cry1Ac	Rank3	Species	Mythimna separata
BT_Cry1Ac	Rank3	Species	Chrysodeixis includens
BT_Cry1Ac	Rank3	Species	Eldana saccharina
BT_Cry1Ac	Rank3	Species	Diatraea flavipennella
BT_Cry1Ac	Rank3	Species	Planotortrix octo
BT_Cry1Ac	Rank3	Species	Pectinophora gossypiella
BT_Cry1Ac	Rank3	Species	Epiphyas postvittana
BT_Cry1Ac	Rank3	Species	Spodoptera litura
BT_Cry1Ac	Rank3	Species	Spodoptera exigua
BT_Cry1Ac	Rank3	Species	Sesamia inferens
BT_Cry1Ac	Rank3	Species	Rachiplusia nu
BT_Cry1Ac	Rank3	Species	Perileucoptera coffeella
BT_Cry1Ac	Rank3	Species	Helicoverpa zea
BT_Cry1Ac	Rank3	Species	Agrotis ipsilon
BT_Cry1Ac	Rank3	Species	Trichoplusia ni
BT_Cry1Ac	Rank3	Species	Conopomorpha cramerella
BT_Cry1Ac	Rank3	Species	Conogethes punctiferalis
BT_Cry1Ac	Rank3	Species	Chilo partellus
BT_Cry1Ac	Rank3	Species	Choristoneura rosaceana
BT_Cry1Ac	Rank3	Species	Lymantria dispar
BT_Cry1Ac	Rank3	Species	Earias insulana
BT_Cry1Ac	Rank3	Species	Choristoneura occidentalis
BT_Cry1Ac	Rank3	Species	Busseola fusca
BT_Cry1Ac	Rank3	Species	Glossina morsitans
BT_Cry1Ac	Rank3	Species	Argyrotaenia citrana
BT_Cry1Ac	Rank3	Species	Danaus plexippus
BT_Cry1Ac	Rank3	Species	Elasmopalpus lignosellus
BT_Cry1Ac	Rank3	Species	Pandemis pyrusana
BT_Cry1Ac	Rank3	Species	Choristoneura pinus
BT_Cry1Ac	Rank3	Species	Scirpophaga incertulas
BT_Cry1Ac	Rank3	Species	Spilosoma virginica
BT_Cry1Ac	Rank3	Species	Nilaparvata lugens
BT_Cry1Ac	Rank3	Species	Marasmia patnalis
BT_Cry1Ac	Rank3	Species	Sesamia calamistis
BT_Cry1Ac	Rank3	Species	Ostrinia furnacalis
BT_Cry1Ac	Rank3	Species	Helicoverpa armigera
BT_Cry1Ac	Rank3	Species	Ctenopsuestis obliquana
BT_Cry1Ac	Rank3	Species	Chilo suppressalis
BT_Cry1Ac	Rank3	Species	Choristoneura pinus pinus
BT_Cry1Ac	Rank3	Species	Helicoverpa punctigera
BT_Cry1Ac	Rank3	Species	Malacosoma disstria
BT_Cry1Ac	Rank3	Species	Cnaphalocrocis medinalis
BT_Cry1Ac	Rank3	Species	Leucoptera coffeella
BT_Cry1Ac	Rank3	Species	Grapholita molesta
BT_Cry1Ac	Rank3	Species	Earias vitella
BT_Cry1Ac	Rank3	Species	Manduca sexta
BT_Cry1Ac	Rank3	Species	Plutella xylostella
BT_Cry1Ac	Rank3	Species	Cydia pomonella
BT_Cry1Ac	Rank3	Species	Ostrinia nubilalis
BT_Cry1Ac	Rank3	Species	Acyrthosiphon pisum
BT_Cry1Ac	Rank3	Species	Cacyreus marshalli
BT_Cry1Ac	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Ac	Rank3	Species	Choristoneura fumiferana
BT_Cry1Ac	Rank3	Species	Heliothis virescens
BT_Cry1Ac	Rank3	Species	Maruca vitrata
BT_Cry1Ac	Rank3	Species	Spodoptera frugiperda
BT_Cry1Ac	Rank3	Species	Epinotia aporema
BT_Cry1Ac	Rank3	Species	Pieris brassicae
BT_Cry1Ad	Rank3	Species	Platynota stultana
BT_Cry1Ad	Rank3	Species	Trichoplusia ni
BT_Cry1Ad	Rank3	Species	Pandemis pyrusana
BT_Cry1Ad	Rank3	Species	Choristoneura occidentalis
BT_Cry1Ad	Rank3	Species	Spodoptera exigua
BT_Cry1Ad	Rank3	Species	Plutella xylostella
BT_Cry1Af	Rank3	Species	Plutella xylostella
BT_Cry1Ah	Rank3	Species	Ostrinia furnacalis
BT_Cry1Ah	Rank3	Species	Helicoverpa armigera
BT_Cry1Ah	Rank3	Species	Mythimna separata
BT_Cry1Ah	Rank3	Species	Chilo suppressalis
BT_Cry1Ah	Rank3	Species	Conogethes punctiferalis
BT_Cry1Ah	Rank3	Species	Plutella xylostella
BT_Cry1Ai	Rank3	Species	Ostrinia furnacalis
BT_Cry1Ai	Rank3	Species	Chilo suppressalis
BT_Cry1Ai	Rank3	Species	Bombyx mori
BT_Cry1Ai	Rank3	Species	Hyphantria cunea
BT_Cry1Ai	Rank3	Species	Plutella xylostella
BT_Cry1Aj	Rank3	Species	Ostrinia nubilalis
BT_Cry1Aj	Rank3	Species	Plutella xylostella
BT_Cry1Aj	Rank3	Species	Helicoverpa armigera
BT_Cry1Ba	Rank3	Species	Lucilia sericata
BT_Cry1Ba	Rank3	Species	Phthorimaea operculella
BT_Cry1Ba	Rank3	Species	Thaumetopoea pityocampa
BT_Cry1Ba	Rank3	Species	Diatraea saccharalis
BT_Cry1Ba	Rank3	Species	Diaphorina citri
BT_Cry1Ba	Rank3	Species	Chrysodeixis includens
BT_Cry1Ba	Rank3	Species	Anthonomus grandis
BT_Cry1Ba	Rank3	Species	Lucilia cuprina
BT_Cry1Ba	Rank3	Species	Epiphyas postvittana
BT_Cry1Ba	Rank3	Species	Wiseana jocosa
BT_Cry1Ba	Rank3	Species	Musca domestica
BT_Cry1Ba	Rank3	Species	Sesamia inferens
BT_Cry1Ba	Rank3	Species	Perileucoptera coffeella
BT_Cry1Ba	Rank3	Species	Wiseana cervinata
BT_Cry1Ba	Rank3	Species	Conopomorpha cramerella
BT_Cry1Ba	Rank3	Species	Diatraea grandiosella
BT_Cry1Ba	Rank3	Species	Earias insulana
BT_Cry1Ba	Rank3	Species	Wiseana copularis
BT_Cry1Ba	Rank3	Species	Leptinotarsa decemlineata
BT_Cry1Ba	Rank3	Species	Pieris rapae
BT_Cry1Ba	Rank3	Species	Chilo suppressalis
BT_Cry1Ba	Rank3	Species	Hypothenemus hampei
BT_Cry1Ba	Rank3	Species	Malacosoma disstria
BT_Cry1Ba	Rank3	Species	Manduca sexta
BT_Cry1Ba	Rank3	Species	Plutella xylostella
BT_Cry1Ba	Rank3	Species	Cydia pomonella
BT_Cry1Ba	Rank3	Species	Ostrinia nubilalis
BT_Cry1Ba	Rank3	Species	Acanthoscelides obtectus 
BT_Cry1Ba	Rank3	Species	Cacyreus marshalli
BT_Cry1Ba	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Ba	Rank3	Species	Choristoneura fumiferana
BT_Cry1Ba	Rank3	Species	Xylotrechus arvicola
BT_Cry1Ba	Rank3	Species	Chrysomela scripta
BT_Cry1Ba	Rank3	Species	Spodoptera frugiperda
BT_Cry1Ba	Rank3	Species	Epinotia aporema
BT_Cry1Ba	Rank3	Species	Pieris brassicae
BT_Cry1Bb	Rank3	Species	Ostrinia nubilalis
BT_Cry1Bb	Rank3	Species	Trichoplusia ni
BT_Cry1Bb	Rank3	Species	Lymantria dispar
BT_Cry1Bb	Rank3	Species	Chrysodeixis includens
BT_Cry1Bb	Rank3	Species	Spodoptera frugiperda
BT_Cry1Bb	Rank3	Species	Spodoptera exigua
BT_Cry1Bb	Rank3	Species	Manduca sexta
BT_Cry1Bb	Rank3	Species	Plutella xylostella
BT_Cry1Bc	Rank3	Species	Chrysomya albiceps
BT_Cry1Bc	Rank3	Species	Musca domestica
BT_Cry1Bc	Rank3	Species	Lucilia cuprina
BT_Cry1Bd	Rank3	Species	Ostrinia nubilalis
BT_Cry1Bd	Rank3	Species	Plutella xylostella
BT_Cry1Be	Rank3	Species	Ostrinia nubilalis
BT_Cry1Be	Rank3	Species	Helicoverpa zea
BT_Cry1Be	Rank3	Species	Trichoplusia ni
BT_Cry1Be	Rank3	Species	Heliothis virescens
BT_Cry1Be	Rank3	Species	Spodoptera frugiperda
BT_Cry1Be	Rank3	Species	Spodoptera exigua
BT_Cry1Be	Rank3	Species	Plutella xylostella
BT_Cry1Bf	Rank3	Species	Ostrinia nubilalis
BT_Cry1Bf	Rank3	Species	Trichoplusia ni
BT_Cry1Bf	Rank3	Species	Ostrinia furnacalis
BT_Cry1Bf	Rank3	Species	Sesamia nonagrioides
BT_Cry1Bf	Rank3	Species	Heliothis virescens
BT_Cry1Bf	Rank3	Species	Plutella xylostella
BT_Cry1Bh	Rank3	Species	Helicoverpa zea
BT_Cry1Bh	Rank3	Species	Ostrinia nubilalis
BT_Cry1Bh	Rank3	Species	Heliothis virescens
BT_Cry1Bh	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry1Bh	Rank3	Species	Plutella xylostella
BT_Cry1Bi	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Bi	Rank3	Species	Heliothis virescens
BT_Cry1Bi	Rank3	Species	Diatraea grandiosella
BT_Cry1Bj	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Bj	Rank3	Species	Ostrinia nubilalis
BT_Cry1Bj	Rank3	Species	Chrysodeixis includens
BT_Cry1Ca	Rank3	Species	Orgyia leucostigma
BT_Cry1Ca	Rank3	Species	Platynota stultana
BT_Cry1Ca	Rank3	Species	Spodoptera littoralis
BT_Cry1Ca	Rank3	Species	Diatraea saccharalis
BT_Cry1Ca	Rank3	Species	Lambdina fiscellaria
BT_Cry1Ca	Rank3	Species	Culex quinquefasciatus
BT_Cry1Ca	Rank3	Species	Chrysodeixis includens
BT_Cry1Ca	Rank3	Species	Eldana saccharina
BT_Cry1Ca	Rank3	Species	Diatraea flavipennella
BT_Cry1Ca	Rank3	Species	Spodoptera exigua
BT_Cry1Ca	Rank3	Species	Sesamia inferens
BT_Cry1Ca	Rank3	Species	Trichoplusia ni
BT_Cry1Ca	Rank3	Species	Conopomorpha cramerella
BT_Cry1Ca	Rank3	Species	Choristoneura rosaceana
BT_Cry1Ca	Rank3	Species	Lymantria dispar
BT_Cry1Ca	Rank3	Species	Busseola fusca
BT_Cry1Ca	Rank3	Species	Choristoneura occidentalis
BT_Cry1Ca	Rank3	Species	Pandemis pyrusana
BT_Cry1Ca	Rank3	Species	Argyrotaenia citrana
BT_Cry1Ca	Rank3	Species	Elasmopalpus lignosellus
BT_Cry1Ca	Rank3	Species	Anopheles gambiae
BT_Cry1Ca	Rank3	Species	Scirpophaga incertulas
BT_Cry1Ca	Rank3	Species	Plodia interpunctella
BT_Cry1Ca	Rank3	Species	Sesamia calamistis
BT_Cry1Ca	Rank3	Species	Mamestra brassicae
BT_Cry1Ca	Rank3	Species	Helicoverpa armigera
BT_Cry1Ca	Rank3	Species	Chilo suppressalis
BT_Cry1Ca	Rank3	Species	Malacosoma disstria
BT_Cry1Ca	Rank3	Species	Mamestra configurata
BT_Cry1Ca	Rank3	Species	Aedes aegypti
BT_Cry1Ca	Rank3	Species	Grapholita molesta
BT_Cry1Ca	Rank3	Species	Spodoptera exempta
BT_Cry1Ca	Rank3	Species	Plutella xylostella
BT_Cry1Ca	Rank3	Species	Cydia pomonella
BT_Cry1Ca	Rank3	Species	Cacyreus marshalli
BT_Cry1Ca	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Ca	Rank3	Species	Choristoneura fumiferana
BT_Cry1Ca	Rank3	Species	Heliothis virescens
BT_Cry1Ca	Rank3	Species	Maruca vitrata
BT_Cry1Ca	Rank3	Species	Spodoptera frugiperda
BT_Cry1Ca	Rank3	Species	Bombyx mori
BT_Cry1Ca	Rank3	Species	Epinotia aporema
BT_Cry1Ca	Rank3	Species	Pieris brassicae
BT_Cry1Cb	Rank3	Species	Trichoplusia ni
BT_Cry1Cb	Rank3	Species	Myzus persicae
BT_Cry1Cb	Rank3	Species	Conopomorpha cramerella
BT_Cry1Cb	Rank3	Species	Spodoptera exigua
BT_Cry1Da	Rank3	Species	Cydia pomonella
BT_Cry1Da	Rank3	Species	Orgyia leucostigma
BT_Cry1Da	Rank3	Species	Spodoptera littoralis
BT_Cry1Da	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Da	Rank3	Species	Cacyreus marshalli
BT_Cry1Da	Rank3	Species	Choristoneura fumiferana
BT_Cry1Da	Rank3	Species	Helicoverpa armigera
BT_Cry1Da	Rank3	Species	Conopomorpha cramerella
BT_Cry1Da	Rank3	Species	Lambdina fiscellaria
BT_Cry1Da	Rank3	Species	Malacosoma disstria
BT_Cry1Da	Rank3	Species	Earias insulana
BT_Cry1Da	Rank3	Species	Lymantria dispar
BT_Cry1Da	Rank3	Species	Pectinophora gossypiella
BT_Cry1Da	Rank3	Species	Spodoptera frugiperda
BT_Cry1Da	Rank3	Species	Bombyx mori
BT_Cry1Da	Rank3	Species	Spodoptera exigua
BT_Cry1Da	Rank3	Species	Spodoptera litura
BT_Cry1Da	Rank3	Species	Sesamia inferens
BT_Cry1Da	Rank3	Species	Manduca sexta
BT_Cry1Db	Rank3	Species	Bombyx mori
BT_Cry1Db	Rank3	Species	Epiphyas postvittana
BT_Cry1Db	Rank3	Species	Spodoptera litura
BT_Cry1Dd	Rank3	Species	Plutella xylostella
BT_Cry1Dd	Rank3	Species	Helicoverpa armigera
BT_Cry1Ea	Rank3	Species	Platynota stultana
BT_Cry1Ea	Rank3	Species	Pieris brassicae
BT_Cry1Ea	Rank3	Species	Cacyreus marshalli
BT_Cry1Ea	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Ea	Rank3	Species	Lambdina fiscellaria
BT_Cry1Ea	Rank3	Species	Choristoneura fumiferana
BT_Cry1Ea	Rank3	Species	Spodoptera littoralis
BT_Cry1Ea	Rank3	Species	Conopomorpha cramerella
BT_Cry1Ea	Rank3	Species	Malacosoma disstria
BT_Cry1Ea	Rank3	Species	Choristoneura rosaceana
BT_Cry1Ea	Rank3	Species	Chrysodeixis includens
BT_Cry1Ea	Rank3	Species	Pandemis pyrusana
BT_Cry1Ea	Rank3	Species	Choristoneura occidentalis
BT_Cry1Ea	Rank3	Species	Argyrotaenia citrana
BT_Cry1Ea	Rank3	Species	Bursaphelenchus xylophilus
BT_Cry1Ea	Rank3	Species	Bombyx mori
BT_Cry1Ea	Rank3	Species	Spodoptera frugiperda
BT_Cry1Ea	Rank3	Species	Spodoptera exempta
BT_Cry1Ea	Rank3	Species	Manduca sexta
BT_Cry1Eb	Rank3	Species	Trichoplusia ni
BT_Cry1Eb	Rank3	Species	Platynota stultana
BT_Cry1Eb	Rank3	Species	Choristoneura rosaceana
BT_Cry1Eb	Rank3	Species	Pandemis pyrusana
BT_Cry1Eb	Rank3	Species	Argyrotaenia citrana
BT_Cry1Eb	Rank3	Species	Spodoptera exigua
BT_Cry1Eb	Rank3	Species	Plutella xylostella
BT_Cry1Fa	Rank3	Species	Platynota stultana
BT_Cry1Fa	Rank3	Species	Mythimna separata
BT_Cry1Fa	Rank3	Species	Spodoptera littoralis
BT_Cry1Fa	Rank3	Species	Chrysodeixis includens
BT_Cry1Fa	Rank3	Species	Spodoptera exigua
BT_Cry1Fa	Rank3	Species	Trichoplusia ni
BT_Cry1Fa	Rank3	Species	Conopomorpha cramerella
BT_Cry1Fa	Rank3	Species	Conogethes punctiferalis
BT_Cry1Fa	Rank3	Species	Choristoneura rosaceana
BT_Cry1Fa	Rank3	Species	Earias insulana
BT_Cry1Fa	Rank3	Species	Lymantria dispar
BT_Cry1Fa	Rank3	Species	Pandemis pyrusana
BT_Cry1Fa	Rank3	Species	Choristoneura occidentalis
BT_Cry1Fa	Rank3	Species	Argyrotaenia citrana
BT_Cry1Fa	Rank3	Species	Helicoverpa armigera
BT_Cry1Fa	Rank3	Species	Chilo suppressalis
BT_Cry1Fa	Rank3	Species	Helicoverpa punctigera
BT_Cry1Fa	Rank3	Species	Plutella xylostella
BT_Cry1Fa	Rank3	Species	Cydia pomonella
BT_Cry1Fa	Rank3	Species	Ostrinia nubilalis
BT_Cry1Fa	Rank3	Species	Cacyreus marshalli
BT_Cry1Fa	Rank3	Species	Anticarsia gemmatalis
BT_Cry1Fa	Rank3	Species	Choristoneura fumiferana
BT_Cry1Fa	Rank3	Species	Heliothis virescens
BT_Cry1Fa	Rank3	Species	Spodoptera frugiperda
BT_Cry1Fa	Rank3	Species	Bombyx mori
BT_Cry1Fb	Rank3	Species	Agrotis ipsilon
BT_Cry1Gb	Rank3	Species	Pieris rapae
BT_Cry1Gb	Rank3	Species	Plutella xylostella
BT_Cry1Gc	Rank3	Species	Ostrinia nubilalis
BT_Cry1Gc	Rank3	Species	Agrotis ipsilon
BT_Cry1Gc	Rank3	Species	Trichoplusia ni
BT_Cry1Gc	Rank3	Species	Plutella xylostella
BT_Cry1Hb	Rank3	Species	Arfogeia rapae
BT_Cry1Hc	Rank3	Species	Plutella xylostella
BT_Cry1Hc	Rank3	Species	Helicoverpa armigera
BT_Cry1Ia	Rank3	Species	Leptinotarsa decemlineata
BT_Cry1Ia	Rank3	Species	Cydia pomonella
BT_Cry1Ia	Rank3	Species	Acanthoscelides obtectus 
BT_Cry1Ia	Rank3	Species	Phthorimaea operculella
BT_Cry1Ia	Rank3	Species	Ostrinia nubilalis
BT_Cry1Ia	Rank3	Species	Lobesia botrana
BT_Cry1Ia	Rank3	Species	Pieris rapae
BT_Cry1Ia	Rank3	Species	Spodoptera litura
BT_Cry1Ia	Rank3	Species	Conopomorpha cramerella
BT_Cry1Ia	Rank3	Species	Earias insulana
BT_Cry1Ia	Rank3	Species	Xylotrechus arvicola
BT_Cry1Ia	Rank3	Species	Anthonomus grandis
BT_Cry1Ia	Rank3	Species	Caenorhabditis elegans
BT_Cry1Ia	Rank3	Species	Bombyx mori
BT_Cry1Ia	Rank3	Species	Epiphyas postvittana
BT_Cry1Ia	Rank3	Species	Rachiplusia nu
BT_Cry1Ia	Rank3	Species	Spodoptera frugiperda
BT_Cry1Ia	Rank3	Species	Plutella xylostella
BT_Cry1Ib	Rank3	Species	Plutella xylostella
BT_Cry1Ic	Rank3	Species	Diabrotica virgifera virgifera
BT_Cry1Id	Rank3	Species	Bombyx mori
BT_Cry1Id	Rank3	Species	Plutella xylostella
BT_Cry1Ie	Rank3	Species	Ostrinia nubilalis
BT_Cry1Ie	Rank3	Species	Ostrinia furnacalis
BT_Cry1Ie	Rank3	Species	Mythimna separata
BT_Cry1Ie	Rank3	Species	Conogethes punctiferalis
BT_Cry1Ie	Rank3	Species	Diatraea grandiosella
BT_Cry1Ie	Rank3	Species	Leguminivora glycinivorella
BT_Cry1Ie	Rank3	Species	Pectinophora gossypiella
BT_Cry1Ie	Rank3	Species	Manduca sexta
BT_Cry1Ie	Rank3	Species	Plutella xylostella
BT_Cry1If	Rank3	Species	Ostrinia nubilalis
BT_Cry1If	Rank3	Species	Helicoverpa zea
BT_Cry1If	Rank3	Species	Trichoplusia ni
BT_Cry1If	Rank3	Species	Heliothis virescens
BT_Cry1If	Rank3	Species	Spodoptera frugiperda
BT_Cry1If	Rank3	Species	Spodoptera exigua
BT_Cry1If	Rank3	Species	Plutella xylostella
BT_Cry1Ig	Rank3	Species	Ostrinia nubilalis
BT_Cry1Ig	Rank3	Species	Diatraea grandiosella
BT_Cry1Ig	Rank3	Species	Plutella xylostella
BT_Cry1Ja	Rank3	Species	Helicoverpa zea
BT_Cry1Ja	Rank3	Species	Ostrinia nubilalis
BT_Cry1Ja	Rank3	Species	Trichoplusia ni
BT_Cry1Ja	Rank3	Species	Pieris brassicae
BT_Cry1Ja	Rank3	Species	Cacyreus marshalli
BT_Cry1Ja	Rank3	Species	Helicoverpa armigera
BT_Cry1Ja	Rank3	Species	Heliothis virescens
BT_Cry1Ja	Rank3	Species	Chrysodeixis includens
BT_Cry1Ja	Rank3	Species	Lymantria dispar
BT_Cry1Ja	Rank3	Species	Pectinophora gossypiella
BT_Cry1Ja	Rank3	Species	Spodoptera frugiperda
BT_Cry1Ja	Rank3	Species	Spodoptera exigua
BT_Cry1Ja	Rank3	Species	Manduca sexta
BT_Cry1Ja	Rank3	Species	Plutella xylostella
BT_Cry1Jb	Rank3	Species	Ostrinia nubilalis
BT_Cry1Jb	Rank3	Species	Trichoplusia ni
BT_Cry1Jb	Rank3	Species	Helicoverpa armigera
BT_Cry1Jb	Rank3	Species	Chrysodeixis includens
BT_Cry1Jb	Rank3	Species	Plutella xylostella
BT_Cry1Jc	Rank3	Species	Helicoverpa zea
BT_Cry1Jc	Rank3	Species	Agrotis ipsilon
